N,seed,qaoa_seed,data_source,source_run_id,status,num_subqubos,tempo_total_ms,tempo_qaoa_ms,tempo_overhead_ms,baseline_method,baseline_certified,baseline_energy,pipeline_energy,is_optimal,gap_relativo,load_imbalance,annealing_restarts_stable,annealing_restart_energy_std
15,0,10000,reused,sweep_20260705_142459_e5a8c292,success,4,8970.888709000974,8788.617000001068,182.27170899990597,bruteforce,True,-106.55628873054636,-106.55102156628598,False,4.943081561045557e-05,0.1026368994580027,,
15,1,10001,reused,sweep_20260705_142459_e5a8c292,success,4,9101.770622998629,8916.393089998564,185.37753300006443,bruteforce,True,-105.5552341387634,-105.55198178617997,False,3.081185513884748e-05,0.08065177777616395,,
15,2,10002,reused,sweep_20260705_142459_e5a8c292,success,4,8879.837030999624,8701.370074999431,178.46695600019302,bruteforce,True,-94.26588730420852,-94.26566546070431,False,2.353380534050593e-06,0.021069642173784153,,
15,3,10003,reused,sweep_20260705_142459_e5a8c292,success,4,8991.432943999826,8814.619005001077,176.8139389987482,bruteforce,True,-95.3740503024223,-95.37251359974603,False,1.6112377228431568e-05,0.05543833671264231,,
15,4,10004,reused,sweep_20260705_142459_e5a8c292,success,4,8935.828538998976,8757.134491001125,178.69404799785116,bruteforce,True,-119.84306443822719,-119.83577120641266,False,6.085651972199359e-05,0.1207767369932009,,
15,5,10005,reused,sweep_20260705_142459_e5a8c292,success,4,8951.373198998226,8773.451870999452,177.92132799877436,bruteforce,True,-103.47666593103281,-103.4764364338187,False,2.217864404910521e-06,0.021424255238273737,,
15,6,10006,reused,sweep_20260705_142459_e5a8c292,success,4,8917.993166998713,8736.155902999599,181.83726399911393,bruteforce,True,-105.17840760198496,-105.17671466059834,False,1.6095902431121117e-05,0.05818972006533363,,
15,7,10007,reused,sweep_20260705_142459_e5a8c292,success,4,8893.2000349987,8713.505720000285,179.69431499841448,bruteforce,True,-103.68555691570634,-103.68540252512693,False,1.4890268616323958e-06,0.017572170313965962,,
15,8,10008,reused,sweep_20260705_142459_e5a8c292,success,4,8934.428923997984,8751.610186000107,182.81873799787718,bruteforce,True,-97.91618738444883,-97.91220968616246,False,4.0623500491899315e-05,0.08919303317241134,,
15,9,10009,reused,sweep_20260705_142459_e5a8c292,success,4,9077.095519000068,8897.490192999612,179.60532600045553,bruteforce,True,-113.55577872774217,-113.55570103733685,False,6.841607374817443e-07,0.012466986643435263,,
15,10,10010,reused,sweep_20260705_142459_e5a8c292,success,4,9411.176887997499,9225.221565999163,185.95532199833542,bruteforce,True,-115.70788267942174,-115.70654416631349,False,1.1568037347636597e-05,0.05174186137484149,,
15,11,10011,reused,sweep_20260705_142459_e5a8c292,success,4,9242.648766999082,9053.652930999306,188.99583599977632,bruteforce,True,-93.36835807665352,-93.36828269308003,False,8.073781636650819e-07,0.012280112614857064,,
15,12,10012,reused,sweep_20260705_142459_e5a8c292,success,4,9381.81750000058,9200.085974999638,181.73152500094147,bruteforce,True,-93.07555995852884,-93.07484190904333,False,7.71469423158344e-06,0.03789589983775743,,
15,13,10013,reused,sweep_20260705_142459_e5a8c292,success,4,9473.034992997782,9291.479877999336,181.5551149984458,bruteforce,True,-113.42328630647735,-113.42270815825431,False,5.097262139624596e-06,0.03400436665429751,,
15,14,10014,reused,sweep_20260705_142459_e5a8c292,success,4,9153.69578300033,8965.46900300018,188.22678000015003,bruteforce,True,-115.99019751592047,-115.99008337833985,False,9.840278150100384e-07,0.015111555848581482,,
15,15,10015,reused,sweep_20260705_142459_e5a8c292,success,4,9572.058676997585,9387.999192999814,184.05948399777117,bruteforce,True,-109.05634431048549,-109.05562105033226,False,6.6319860416666055e-06,0.03803433863356087,,
15,16,10016,reused,sweep_20260705_142459_e5a8c292,success,4,9894.586070000514,9710.821606999161,183.76446300135285,bruteforce,True,-101.96759692949509,-101.96757556662243,False,2.0950648344871735e-07,0.006539925814336822,,
15,17,10017,reused,sweep_20260705_142459_e5a8c292,success,4,8932.870240000739,8754.994869999791,177.87537000094744,bruteforce,True,-100.17557750936332,-100.17416581302598,False,1.4092220603475484e-05,0.05313562584167464,,
15,18,10018,reused,sweep_20260705_142459_e5a8c292,success,4,8899.267797999528,8717.230513999311,182.03728400021646,bruteforce,True,-112.21289836436576,-112.21236835178247,False,4.7232768336686515e-06,0.03256030213280425,,
15,19,10019,reused,sweep_20260705_142459_e5a8c292,success,4,9099.210880002829,8917.455945001166,181.7549350016634,bruteforce,True,-109.9257701704092,-109.9257602721658,False,9.004479455367283e-08,0.004449472202174398,,
20,0,10000,current,sweep_20260705_151529_715b9a8d,success,5,17965.26223700039,12253.525254000124,5711.736983000264,bruteforce,True,-152.5008872935988,-152.50088390343558,False,2.223044911547145e-08,0.002603910473596649,,
20,1,10001,current,sweep_20260705_151529_715b9a8d,success,5,16852.905048000594,11100.167736000003,5752.7373120005905,bruteforce,True,-143.00112344020908,-143.00003029274257,False,7.644327822200334e-06,0.04675783291393998,,
20,2,10002,current,sweep_20260705_151529_715b9a8d,success,5,16791.50260499955,11047.08012600031,5744.42247899924,bruteforce,True,-141.13208141655895,-141.13198258021308,False,7.003109773358129e-07,0.01405961236619202,,
20,3,10003,current,sweep_20260705_151529_715b9a8d,success,5,16688.806259001012,10971.255423000457,5717.550836000555,bruteforce,True,-142.8865451628468,-142.88654225917838,False,2.0321496425791154e-08,0.0024098425540639568,,
20,4,10004,current,sweep_20260705_151529_715b9a8d,success,5,17396.284310000283,11695.52135199956,5700.762958000723,bruteforce,True,-178.43161717546843,-178.42982981467208,False,1.0017063257342299e-05,0.05978897564019725,,
20,5,10005,current,sweep_20260705_151529_715b9a8d,success,5,17247.94224399966,11479.410866999842,5768.531376999817,bruteforce,True,-150.13903567252703,-150.13886303419113,False,1.1498564322315055e-06,0.01858162212401382,,
20,6,10006,current,sweep_20260705_151529_715b9a8d,success,5,17205.668509999214,11406.32317599966,5799.345333999554,bruteforce,True,-150.92482782355063,-150.92457581653795,False,1.6697518646235274e-06,0.02245025669657963,,
20,7,10007,current,sweep_20260705_151529_715b9a8d,success,5,17272.335094999107,11533.251019000545,5739.084075998562,bruteforce,True,-166.43783685256432,-166.42053601541866,False,0.00010394774092732457,0.18601525305314048,,
20,8,10008,current,sweep_20260705_151529_715b9a8d,success,5,17278.69702099997,11541.57835299975,5737.118668000221,bruteforce,True,-143.1604028299179,-143.15991336546892,False,3.41899323625647e-06,0.031287840390981536,,
20,9,10009,current,sweep_20260705_151529_715b9a8d,success,5,17424.17752600113,11639.16565100044,5785.011875000691,bruteforce,True,-167.59118410838866,-167.57312059420298,False,0.0001077832004218163,0.19007111403347654,,
20,10,10010,current,sweep_20260705_151529_715b9a8d,success,5,17257.22849099975,11544.874174000142,5712.354316999608,bruteforce,True,-170.72127314718693,-170.7201981737863,False,6.2966575918240676e-06,0.04636752208108064,,
20,11,10011,current,sweep_20260705_151529_715b9a8d,success,5,17301.178621999043,11566.870199999812,5734.308421999231,bruteforce,True,-144.15815986328283,-144.1580539229828,False,7.34889375293608e-07,0.014556121787519416,,
20,12,10012,current,sweep_20260705_151529_715b9a8d,success,5,17346.755291000136,11605.966023000292,5740.789267999844,bruteforce,True,-134.51575937402328,-134.51518673150622,False,4.2570663818223955e-06,0.03384206018483571,,
20,13,10013,current,sweep_20260705_151529_715b9a8d,success,5,17527.241265999237,11672.752686999502,5854.488578999735,bruteforce,True,-161.8451550143291,-161.84502331380992,False,8.137439712970539e-07,0.016229639884806524,,
20,14,10014,current,sweep_20260705_151529_715b9a8d,success,5,17347.006833999785,11634.369183999752,5712.637650000033,bruteforce,True,-168.5667020244885,-168.5591892171822,False,4.456875062562018e-05,0.12257901375372793,,
20,15,10015,current,sweep_20260705_151529_715b9a8d,success,5,17285.454832999676,11556.498573999761,5728.956258999915,bruteforce,True,-163.2003681401701,-163.19955653042774,False,4.973087693403022e-06,0.04028919828895372,,
20,16,10016,current,sweep_20260705_151529_715b9a8d,success,5,17280.760404001285,11553.361863000646,5727.398541000639,bruteforce,True,-148.30297597723424,-148.30295062058917,False,1.709786664832599e-07,0.007121327177602943,,
20,17,10017,current,sweep_20260705_151529_715b9a8d,success,5,17087.109354000404,11389.207057000021,5697.9022970003825,bruteforce,True,-136.08695160195393,-136.0868567233142,False,6.971913074524133e-07,0.013775243706518836,,
20,18,10018,current,sweep_20260705_151529_715b9a8d,success,5,17237.116904999766,11482.748729999912,5754.368174999854,bruteforce,True,-164.13792748240945,-164.13658324672028,False,8.189671392789287e-06,0.05185047436844137,,
20,19,10019,current,sweep_20260705_151529_715b9a8d,success,5,17259.585363999577,11548.121768999863,5711.463594999714,bruteforce,True,-165.1689245500428,-165.15864207661812,False,6.225428574217862e-05,0.14340483553987404,,
25,0,10000,current,sweep_20260705_151529_715b9a8d,success,7,16554.780332000064,14652.535771000203,1902.2445609998613,simulated_annealing,False,-201.04946311733647,-201.04946301360002,True,5.159747879202631e-10,0.00045588990103873073,True,2.837937217006873e-08
25,1,10001,current,sweep_20260705_151529_715b9a8d,success,7,16264.164160001656,14431.503558000259,1832.660602001397,simulated_annealing,False,-206.0531653033279,-206.0531492798277,False,7.776391190430424e-08,0.005661008864800365,True,4.233793093160321e-09
25,2,10002,current,sweep_20260705_151529_715b9a8d,success,7,16364.196806000564,14532.31270499964,1831.8841010009237,simulated_annealing,False,-195.94675172833,-195.94672186018204,False,1.5242992145969055e-07,0.007728935234787571,True,2.5776024075395517e-08
25,3,10003,current,sweep_20260705_151529_715b9a8d,success,7,16623.961069000416,14708.374507999906,1915.5865610005094,simulated_annealing,False,-193.9187886390509,-193.91847204101538,False,1.632632081360349e-06,0.025163387899703515,True,1.7384871641703514e-08
25,4,10004,current,sweep_20260705_151529_715b9a8d,success,7,16530.250869001065,14656.708073000118,1873.5427960009474,simulated_annealing,False,-244.6464430896501,-244.64641275627358,False,1.2398862673623744e-07,0.007788901701673012,True,1.5600596735068065e-08
25,5,10005,current,sweep_20260705_151529_715b9a8d,success,7,16536.12047099932,14685.681911999836,1850.4385589994854,simulated_annealing,False,-202.67550815805643,-202.67502741317824,False,2.3719929583895983e-06,0.031007898950228707,False,6.639027567852196e-08
25,6,10006,current,sweep_20260705_151529_715b9a8d,success,7,16562.379855000017,14710.316628999408,1852.0632260006096,simulated_annealing,False,-200.45914051569486,-200.4591185432566,False,1.0961055799703116e-07,0.006629100711721847,True,2.5196910123203544e-08
25,7,10007,current,sweep_20260705_151529_715b9a8d,success,7,16560.071001999404,14666.331849999551,1893.7391519998528,simulated_annealing,False,-204.31517022774844,-204.31510500388956,False,3.192316009136343e-07,0.011421371192922969,True,1.902703652955335e-08
25,8,10008,current,sweep_20260705_151529_715b9a8d,success,7,16365.576261001024,14498.423402000753,1867.1528590002708,simulated_annealing,False,-185.77808408127962,-185.77779836693477,False,1.5379335310397723e-06,0.0239045793050936,True,1.7136050954237674e-08
25,9,10009,current,sweep_20260705_151529_715b9a8d,success,7,16374.415147997752,14500.996752999527,1873.4183949982253,simulated_annealing,False,-245.8386734979398,-245.83853654725743,False,5.570754202832766e-07,0.01654996686537835,True,1.2550744680834348e-08
25,10,10010,current,sweep_20260705_151529_715b9a8d,success,7,16473.59497000025,14638.0763319994,1835.518638000849,simulated_annealing,False,-234.02178834962436,-234.01353838435057,False,3.525297935705691e-05,0.1284520574023409,False,1.2256805412312429e-07
25,11,10011,current,sweep_20260705_151529_715b9a8d,success,7,16516.805020999982,14652.292291999856,1864.5127290001255,simulated_annealing,False,-196.68509678804662,-196.68509140720096,False,2.7357668435588906e-08,0.003280549577918457,True,1.6529435910981964e-08
25,12,10012,current,sweep_20260705_151529_715b9a8d,success,7,16304.611255000964,14461.025304000486,1843.5859510004775,simulated_annealing,False,-194.53820992404226,-194.53820770054534,False,1.1429615403955186e-08,0.0021088609118473656,True,4.024797382286567e-09
25,13,10013,current,sweep_20260705_151529_715b9a8d,success,7,16019.707338999524,14190.294967999762,1829.412370999762,simulated_annealing,False,-228.69874445035077,-228.69871780991872,False,1.164870061624689e-07,0.0072994169423905575,True,9.311670157986315e-09
25,14,10014,current,sweep_20260705_151529_715b9a8d,success,7,16084.749483999985,14290.012441999806,1794.737042000179,simulated_annealing,False,-233.13319322232326,-233.13158710106558,False,6.889286057813599e-06,0.05667665741543981,False,6.948642096565427e-08
25,15,10015,current,sweep_20260705_151529_715b9a8d,success,7,16083.90867800108,14273.98247200017,1809.9262060009096,simulated_annealing,False,-232.7699039413742,-232.76990335703658,False,2.5103658293833974e-09,0.001081329039501533,True,8.237975251712791e-08
25,16,10016,current,sweep_20260705_151529_715b9a8d,success,7,16361.158241999874,14559.164988000248,1801.9932539996262,simulated_annealing,False,-199.31045121838366,-199.3104511229477,True,4.788306389068932e-10,0.0004371831328588982,True,2.7220283834038568e-08
25,17,10017,current,sweep_20260705_151529_715b9a8d,success,7,16140.425370999765,14315.35342999905,1825.071941000715,simulated_annealing,False,-186.17386906644933,-186.17356371628998,False,1.6401343587176894e-06,0.02471235282646056,True,1.715237496808786e-08
25,18,10018,current,sweep_20260705_151529_715b9a8d,success,7,16071.76146799884,14220.46578499885,1851.2956829999894,simulated_annealing,False,-220.13538064436756,-220.13529912885676,False,3.7029718058695467e-07,0.012768380071801033,True,2.1034500573850272e-08
25,19,10019,current,sweep_20260705_151529_715b9a8d,success,7,16001.650962000895,14190.617560001101,1811.0334019997936,simulated_annealing,False,-216.83586675332998,-216.83563938092544,False,1.04859222757981e-06,0.021324746549840512,True,5.603074236785933e-08
30,0,10000,current,sweep_20260705_151529_715b9a8d,success,8,19015.304623000247,16719.846428999517,2295.45819400073,simulated_annealing,False,-278.48948196653026,-278.48929872465595,False,6.579849013207872e-07,0.01914376538385376,True,6.986622207701644e-09
30,1,10001,current,sweep_20260705_151529_715b9a8d,success,8,19026.66277599883,16808.389198999066,2218.2735769997635,simulated_annealing,False,-268.66600702216186,-268.66363369056404,False,8.833762127665105e-06,0.06889603186167736,True,5.749991743140354e-08
30,2,10002,current,sweep_20260705_151529_715b9a8d,success,8,18996.971353999925,16819.995753999592,2176.9756000003326,simulated_annealing,False,-250.99818137551668,-250.99776542998248,False,1.6571655297304825e-06,0.02884252278987809,True,2.3534125154087526e-08
30,3,10003,current,sweep_20260705_151529_715b9a8d,success,8,19060.85091400064,16813.18723100094,2247.6636829997005,simulated_annealing,False,-252.3520726267091,-252.3520724450795,True,7.197467646045001e-10,0.0006027111611430769,True,1.0226854682881077e-08
30,4,10004,current,sweep_20260705_151529_715b9a8d,success,8,19003.39891800013,16792.57939299896,2210.8195250011704,simulated_annealing,False,-311.91417666792324,-311.91359055311955,False,1.8790899790349658e-06,0.034237839386802804,True,1.5956339927149598e-08
30,5,10005,current,sweep_20260705_151529_715b9a8d,success,8,19133.34770600204,16921.744570000556,2211.603136001486,simulated_annealing,False,-267.7737488351823,-267.77340028068915,False,1.3016753683281221e-06,0.026402821627177886,True,1.7886200358509792e-09
30,6,10006,current,sweep_20260705_151529_715b9a8d,success,8,19058.074662999843,16856.186336000064,2201.8883269997787,simulated_annealing,False,-253.35079274181774,-253.35004129334013,False,2.96603957494221e-06,0.03876721560380059,True,2.9068354450468456e-08
30,7,10007,current,sweep_20260705_151529_715b9a8d,success,8,19222.357440000906,16990.119573000356,2232.237867000549,simulated_annealing,False,-272.2494445574046,-272.24780615128805,False,6.0180329081407915e-06,0.05724345348253923,True,6.578315760470193e-08
30,8,10008,current,sweep_20260705_151529_715b9a8d,success,8,19009.848127000623,16808.186112000385,2201.662015000238,simulated_annealing,False,-235.33116205245315,-235.32825668733102,False,1.2345858052934861e-05,0.07622814633684882,True,1.4074135319976479e-08
30,9,10009,current,sweep_20260705_151529_715b9a8d,success,8,19113.920724000764,16863.345638999817,2250.5750850009463,simulated_annealing,False,-325.4899601104896,-325.48986376185485,False,2.9601108045646644e-07,0.013881544654056555,True,1.6132603169536217e-08
30,10,10010,current,sweep_20260705_151529_715b9a8d,success,8,18946.76609600174,16772.48373700013,2174.2823590016087,simulated_annealing,False,-294.3212999722707,-294.3211035534458,False,6.673619099377588e-07,0.019820132605461893,True,1.0435366686850498e-08
30,11,10011,current,sweep_20260705_151529_715b9a8d,success,8,18795.107216998986,16594.215064000764,2200.8921529982217,simulated_annealing,False,-256.56425815952986,-256.56348845579305,False,3.0000427274204267e-06,0.03923528361712769,True,1.2124080229051646e-08
30,12,10012,current,sweep_20260705_151529_715b9a8d,success,8,19097.737933999724,16885.977754000123,2211.760179999601,simulated_annealing,False,-260.67814636653924,-260.6765663987842,False,6.060990447689437e-06,0.05621330830235749,True,2.986081017403427e-08
30,13,10013,current,sweep_20260705_151529_715b9a8d,success,8,19140.922309000416,16893.64801800002,2247.2742910003944,simulated_annealing,False,-296.3383989296839,-296.33755135321167,False,2.860164174713624e-06,0.04117223568408157,True,1.8165461910620447e-08
30,14,10014,current,sweep_20260705_151529_715b9a8d,success,8,19080.916861999413,16847.52687099899,2233.389991000422,simulated_annealing,False,-277.19558831896495,-277.19557176790477,False,5.970895960135473e-08,0.005753449695554913,True,3.9309230736388844e-08
30,15,10015,current,sweep_20260705_151529_715b9a8d,success,8,19019.889570999112,16816.1129049995,2203.7766659996123,simulated_annealing,False,-302.47174396030886,-302.471729714225,False,4.7098891593185477e-08,0.005337806395296241,True,1.8878716125242413e-08
30,16,10016,current,sweep_20260705_151529_715b9a8d,success,8,19212.37200700216,16987.131848001354,2225.240159000805,simulated_annealing,False,-262.79932390978684,-262.7992054526878,False,4.507511560561358e-07,0.015392034452177406,True,7.1977524883801306e-09
30,17,10017,current,sweep_20260705_151529_715b9a8d,success,8,19172.51323499977,16941.234402999726,2231.2788320000436,simulated_annealing,False,-243.85463921709885,-243.85443177454863,False,8.50681171726292e-07,0.02036872867212125,True,7.900056949052008e-09
30,18,10018,current,sweep_20260705_151529_715b9a8d,success,8,19085.889402998873,16863.53783899949,2222.351563999382,simulated_annealing,False,-278.13742325621246,-278.137422162591,False,3.931946433515684e-09,0.0014789552642540116,True,2.171718391546841e-09
30,19,10019,current,sweep_20260705_151529_715b9a8d,success,8,18780.633581000984,16561.475302000417,2219.158279000567,simulated_annealing,False,-286.51098436073283,-286.50861577673277,False,8.266991945706698e-06,0.0688270888314122,True,2.31692478220491e-08
40,0,10000,current,sweep_20260705_151529_715b9a8d,success,10,25710.131982998973,22631.520194998757,3078.6117880002166,simulated_annealing,False,-430.4219379848365,-430.42191964458743,False,4.260993101472563e-08,0.006056443956179436,True,2.805570509358071e-09
40,1,10001,current,sweep_20260705_151529_715b9a8d,success,10,25503.064131999963,22506.07267599935,2996.9914560006146,simulated_annealing,False,-401.1588645618897,-401.1588107155229,False,1.3422703952183795e-07,0.01037751174039947,True,1.3787641467990658e-09
40,2,10002,current,sweep_20260705_151529_715b9a8d,success,10,25370.745715999874,22398.440425000445,2972.3052909994294,simulated_annealing,False,-405.82687094839554,-405.82673158411365,False,3.43408216333367e-07,0.016695165927966826,True,3.849998028531295e-09
40,3,10003,current,sweep_20260705_151529_715b9a8d,success,10,25342.613107000034,22321.255105000546,3021.358001999488,simulated_annealing,False,-383.98659846973163,-383.98632438679806,False,7.137825503921131e-07,0.02341294232870439,True,9.130774079179684e-09
40,4,10004,current,sweep_20260705_151529_715b9a8d,success,10,25372.69929600052,22381.739545000073,2990.959751000446,simulated_annealing,False,-481.7407520896393,-481.7406825662657,False,1.4431698637197993e-07,0.01179181367428761,True,2.5361130887817418e-08
40,5,10005,current,sweep_20260705_151529_715b9a8d,success,10,25645.889528000225,22616.18992800095,3029.699599999276,simulated_annealing,False,-390.0215953173589,-390.02159504736164,True,6.922623300101176e-10,0.0007349856397329546,True,1.739322438339482e-09
40,6,10006,current,sweep_20260705_151529_715b9a8d,success,10,25656.306114999552,22648.028331000205,3008.277783999347,simulated_annealing,False,-401.6963549072847,-401.69633116497494,False,5.910511620521882e-08,0.006890909948301882,True,2.0697916258475047e-09
40,7,10007,current,sweep_20260705_151529_715b9a8d,success,10,25767.145963999155,22738.58241300013,3028.5635509990243,simulated_annealing,False,-377.3873329153006,-377.3871686562595,False,4.3525319146829076e-07,0.01812506833382521,True,1.1994313887161285e-09
40,8,10008,current,sweep_20260705_151529_715b9a8d,success,10,25490.121938999437,22531.02583000009,2959.096108999347,simulated_annealing,False,-343.09960170936904,-343.0994308258307,False,4.980581075162781e-07,0.018486943624424157,True,3.0462400219815638e-09
40,9,10009,current,sweep_20260705_151529_715b9a8d,success,10,25718.852999000774,22617.794681000305,3101.0583180004687,simulated_annealing,False,-457.3415702232944,-457.3415696948823,False,1.1553992377562435e-09,0.0010280205900965456,True,4.727681186519599e-09
40,10,10010,current,sweep_20260705_151529_715b9a8d,success,10,25478.579850001097,22529.76117400158,2948.8186759995187,simulated_annealing,False,-414.09928446653805,-414.0984063567977,False,2.1205294800281012e-06,0.04190727242661829,True,1.3112420467827547e-08
40,11,10011,current,sweep_20260705_151529_715b9a8d,success,10,25578.935051000826,22591.606893000517,2987.3281580003095,simulated_annealing,False,-378.4915966567389,-378.4914308497491,False,4.3807310720529664e-07,0.018210274407168825,True,4.565988492865687e-09
40,12,10012,current,sweep_20260705_151529_715b9a8d,success,10,25599.458711999887,22604.16198799976,2995.296724000127,simulated_annealing,False,-398.2407072104488,-398.240295730904,False,1.0332433058021832e-06,0.02868726562623003,True,5.79701145209262e-09
40,13,10013,current,sweep_20260705_151529_715b9a8d,success,10,25679.347213000256,22621.87496000024,3057.4722530000145,simulated_annealing,False,-438.663422284574,-438.66338936535124,False,7.504437588025162e-08,0.008114098188475083,True,1.2209757287442116e-08
40,14,10014,current,sweep_20260705_151529_715b9a8d,success,10,25437.259470998924,22436.572884999805,3000.6865859991194,simulated_annealing,False,-467.0000058370274,-466.99953318158543,False,1.0121101414558952e-06,0.030745909303064423,True,1.3190169147547023e-08
40,15,10015,current,sweep_20260705_151529_715b9a8d,success,10,25640.360983998562,22667.087140998774,2973.273842999788,simulated_annealing,False,-401.8219290386735,-401.82191316092803,False,3.951438263313333e-08,0.005635211423570041,True,5.22603878038015e-09
40,16,10016,current,sweep_20260705_151529_715b9a8d,success,10,25724.73744499848,22675.299619999805,3049.4378249986767,simulated_annealing,False,-437.17386704111937,-437.17386505718537,False,4.538089185991391e-09,0.001992123683404401,True,5.926448405912302e-09
40,17,10017,current,sweep_20260705_151529_715b9a8d,success,10,25396.04171700057,22357.707321000817,3038.3343959997546,simulated_annealing,False,-381.7358318129875,-381.73560186536565,False,6.023736906087867e-07,0.02144516831707577,True,3.610988676846691e-09
40,18,10018,current,sweep_20260705_151529_715b9a8d,success,10,25901.1999190011,22898.580903000948,3002.6190160001534,simulated_annealing,False,-428.363471728648,-428.36345565233466,False,3.7529608359400943e-08,0.005670391452866852,True,6.245404478061059e-09
40,19,10019,current,sweep_20260705_151529_715b9a8d,success,10,25339.957194001272,22269.449853999504,3070.507340001768,simulated_annealing,False,-440.9126565900757,-440.9126226653783,False,7.694199040054015e-08,0.008237075735738841,True,9.346056259354007e-09
50,0,10000,current,sweep_20260705_151529_715b9a8d,success,13,32165.3026099998,28300.926640999023,3864.3759690007755,simulated_annealing,False,-596.9447551332629,-596.9447320918456,False,3.85989107188386e-08,0.006788434023718537,True,2.5516588967503063e-09
