duration_s,metrics.all_sub_qubos_feasible,metrics.annealing_energy,metrics.annealing_gap,metrics.annealing_solve_time_ms,metrics.assignments,metrics.beats_annealing,metrics.convergence_final_objective,metrics.convergence_initial_objective,metrics.convergence_iterations_to_final_tol,metrics.convergence_steps_recorded,metrics.energy,metrics.feasible,metrics.final_phi,metrics.load_imbalance,metrics.max_probability,metrics.max_subqubo_convergence_iterations_to_final_tol,metrics.num_cores,metrics.num_entities,metrics.num_feasible_sub_qubos,metrics.num_sub_qubos,metrics.num_variables,metrics.optimal,metrics.optimality_gap,metrics.output_type,metrics.pipeline,metrics.solve_time_ms,metrics.solver_backend,metrics.solver_params,repeat_count,repeat_number,run_id,scenario_file,scenario_id,scenario_name,status,sweep.case,sweep.init_beta,sweep.init_gamma,sweep.layers,sweep.learning_rate,sweep.metadata.distribution,sweep.metadata.instance,sweep.metadata.penalty_multiplier,sweep.num_processes,sweep.penalty,sweep.qubit_max,sweep.qubo.penalty,sweep.random_seed,sweep.sorting_strategy,sweep.steps,sweep.top_k,sweep.workload.weights,validation.annealing_assignments,validation.annealing_backend,validation.annealing_energy,validation.annealing_error,validation.annealing_gap,validation.annealing_is_feasible,validation.annealing_solve_time_ms,validation.beats_annealing,validation.brute_force_error,validation.candidate_assignments,validation.candidate_energy,validation.errors,validation.global_assignments,validation.global_energy,validation.is_optimal,validation.unconstrained_assignments,validation.unconstrained_energy,validation.unconstrained_is_feasible,validation.valid
1.985553503036499,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",,,,,,-20.5,True,,,0.06299326136562224,,2,4,,,8,True,0.0,SchedulingOutput,default,1980.688592000206,qaoa_pennylane_lightning.gpu_xy_mixer,,5,3,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.2,QAOA depth sweep [2/7],success,,,,2,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
1.9015491008758545,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",,,,,,-20.5,True,,,0.06299326136562224,,2,4,,,8,True,0.0,SchedulingOutput,default,1896.8165659998704,qaoa_pennylane_lightning.gpu_xy_mixer,,5,4,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.2,QAOA depth sweep [2/7],success,,,,2,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
1.8953239917755127,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",,,,,,-20.5,True,,,0.06299326136562224,,2,4,,,8,True,0.0,SchedulingOutput,default,1890.312313999857,qaoa_pennylane_lightning.gpu_xy_mixer,,5,5,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.2,QAOA depth sweep [2/7],success,,,,2,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
2.4116954803466797,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",,,,,,-20.5,True,,,0.09174186078484588,,2,4,,,8,True,0.0,SchedulingOutput,default,2406.692672999725,qaoa_pennylane_lightning.gpu_xy_mixer,,5,1,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.3,QAOA depth sweep [3/7],success,,,,3,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
2.3996353149414062,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",,,,,,-20.5,True,,,0.09174186078484588,,2,4,,,8,True,0.0,SchedulingOutput,default,2394.8604229999546,qaoa_pennylane_lightning.gpu_xy_mixer,,5,2,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.3,QAOA depth sweep [3/7],success,,,,3,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
2.4386887550354004,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",,,,,,-20.5,True,,,0.09174186078484588,,2,4,,,8,True,0.0,SchedulingOutput,default,2433.7213009998777,qaoa_pennylane_lightning.gpu_xy_mixer,,5,3,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.3,QAOA depth sweep [3/7],success,,,,3,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
2.5145931243896484,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",,,,,,-20.5,True,,,0.09174186078484588,,2,4,,,8,True,0.0,SchedulingOutput,default,2509.9323419999564,qaoa_pennylane_lightning.gpu_xy_mixer,,5,4,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.3,QAOA depth sweep [3/7],success,,,,3,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
2.6063644886016846,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",,,,,,-20.5,True,,,0.09174186078484588,,2,4,,,8,True,0.0,SchedulingOutput,default,2600.976171000184,qaoa_pennylane_lightning.gpu_xy_mixer,,5,5,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.3,QAOA depth sweep [3/7],success,,,,3,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
3.236542224884033,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",,,,,,-20.5,True,,,0.08966307829419887,,2,4,,,8,True,0.0,SchedulingOutput,default,3231.3417640002626,qaoa_pennylane_lightning.gpu_xy_mixer,,5,1,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.4,QAOA depth sweep [4/7],success,,,,4,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
3.219857931137085,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",,,,,,-20.5,True,,,0.08966307829419887,,2,4,,,8,True,0.0,SchedulingOutput,default,3214.6998879998137,qaoa_pennylane_lightning.gpu_xy_mixer,,5,2,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.4,QAOA depth sweep [4/7],success,,,,4,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
3.2278974056243896,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",,,,,,-20.5,True,,,0.08966307829419887,,2,4,,,8,True,0.0,SchedulingOutput,default,3223.167526999987,qaoa_pennylane_lightning.gpu_xy_mixer,,5,3,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.4,QAOA depth sweep [4/7],success,,,,4,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
3.10282564163208,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",,,,,,-20.5,True,,,0.08966307829419887,,2,4,,,8,True,0.0,SchedulingOutput,default,3098.1690760004312,qaoa_pennylane_lightning.gpu_xy_mixer,,5,4,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.4,QAOA depth sweep [4/7],success,,,,4,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
3.08541202545166,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",,,,,,-20.5,True,,,0.08966307829419887,,2,4,,,8,True,0.0,SchedulingOutput,default,3080.6115679997674,qaoa_pennylane_lightning.gpu_xy_mixer,,5,5,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.4,QAOA depth sweep [4/7],success,,,,4,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
3.7722127437591553,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",,,,,,-20.5,True,,,0.10998112222687682,,2,4,,,8,True,0.0,SchedulingOutput,default,3767.294154999945,qaoa_pennylane_lightning.gpu_xy_mixer,,5,1,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.5,QAOA depth sweep [5/7],success,,,,5,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
3.7908926010131836,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",,,,,,-20.5,True,,,0.10998112222687682,,2,4,,,8,True,0.0,SchedulingOutput,default,3786.189827999806,qaoa_pennylane_lightning.gpu_xy_mixer,,5,2,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.5,QAOA depth sweep [5/7],success,,,,5,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
3.7504820823669434,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",,,,,,-20.5,True,,,0.10998112222687682,,2,4,,,8,True,0.0,SchedulingOutput,default,3745.4766840000957,qaoa_pennylane_lightning.gpu_xy_mixer,,5,3,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.5,QAOA depth sweep [5/7],success,,,,5,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
3.783729076385498,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",,,,,,-20.5,True,,,0.10998112222687682,,2,4,,,8,True,0.0,SchedulingOutput,default,3778.861913000128,qaoa_pennylane_lightning.gpu_xy_mixer,,5,4,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.5,QAOA depth sweep [5/7],success,,,,5,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
3.725958824157715,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",,,,,,-20.5,True,,,0.10998112222687682,,2,4,,,8,True,0.0,SchedulingOutput,default,3719.638049000423,qaoa_pennylane_lightning.gpu_xy_mixer,,5,5,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.5,QAOA depth sweep [5/7],success,,,,5,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
4.534608364105225,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",,,,,,-20.5,True,,,0.09372489570877728,,2,4,,,8,True,0.0,SchedulingOutput,default,4529.940902999897,qaoa_pennylane_lightning.gpu_xy_mixer,,5,1,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.6,QAOA depth sweep [6/7],success,,,,6,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
4.453856706619263,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",,,,,,-20.5,True,,,0.09372489570877728,,2,4,,,8,True,0.0,SchedulingOutput,default,4448.90816599991,qaoa_pennylane_lightning.gpu_xy_mixer,,5,2,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.6,QAOA depth sweep [6/7],success,,,,6,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
4.338769435882568,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",,,,,,-20.5,True,,,0.09372489570877728,,2,4,,,8,True,0.0,SchedulingOutput,default,4333.672707999995,qaoa_pennylane_lightning.gpu_xy_mixer,,5,3,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.6,QAOA depth sweep [6/7],success,,,,6,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
4.3988401889801025,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",,,,,,-20.5,True,,,0.09372489570877728,,2,4,,,8,True,0.0,SchedulingOutput,default,4394.149997000113,qaoa_pennylane_lightning.gpu_xy_mixer,,5,4,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.6,QAOA depth sweep [6/7],success,,,,6,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
4.255873918533325,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",,,,,,-20.5,True,,,0.09372489570877728,,2,4,,,8,True,0.0,SchedulingOutput,default,4251.127847000134,qaoa_pennylane_lightning.gpu_xy_mixer,,5,5,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.6,QAOA depth sweep [6/7],success,,,,6,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 0, ""1001"": 0, ""1002"": 1, ""1003"": 1}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
5.082884073257446,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",,,,,,-20.5,True,,,0.10226474675123358,,2,4,,,8,True,0.0,SchedulingOutput,default,5078.167944999677,qaoa_pennylane_lightning.gpu_xy_mixer,,5,1,sweep_20260626_152713_c32d7ee9,src/experiments/scenarios/research_b1_layers_sweep.toml,B1.7,QAOA depth sweep [7/7],success,,,,7,,,,,,,,,,,,,,{},,,,,,,,,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,[],"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,"{""1000"": 1, ""1001"": 1, ""1002"": 0, ""1003"": 0}",-20.5,True,True
