duration_s,metrics.annealing_energy,metrics.annealing_gap,metrics.annealing_solve_time_ms,metrics.assignments,metrics.beats_annealing,metrics.energy,metrics.feasible,metrics.max_probability,metrics.num_cores,metrics.num_entities,metrics.num_variables,metrics.optimal,metrics.optimality_gap,metrics.output_type,metrics.pipeline,metrics.solve_time_ms,metrics.solver_backend,repeat_count,repeat_number,run_id,scenario_file,scenario_id,scenario_name,status,validation.annealing_assignments,validation.annealing_backend,validation.annealing_energy,validation.annealing_error,validation.annealing_gap,validation.annealing_is_feasible,validation.annealing_solve_time_ms,validation.beats_annealing,validation.brute_force_error,validation.candidate_assignments,validation.candidate_energy,validation.errors,validation.global_assignments,validation.global_energy,validation.is_optimal,validation.unconstrained_assignments,validation.unconstrained_energy,validation.unconstrained_is_feasible,validation.valid
2.241518259048462,,,,"{""1000"": 1, ""1001"": 0}",,-10.42,True,0.2622052758545041,2,2,4,True,0.0,SchedulingOutput,default,671.1475269999028,qaoa_pennylane_lightning.gpu_xy_mixer,1,1,sweep_20260626_152428_eb86763c,src/experiments/scenarios/t1_1_minimal_direct.toml,T1.1,Minimal preset direct path,success,{},,,,,,,,,"{""1000"": 1, ""1001"": 0}",-10.42,[],"{""1000"": 1, ""1001"": 0}",-10.42,True,"{""1000"": 1, ""1001"": 0}",-10.42,True,True
