N,num_variables,num_subqubos,instance_seed,qaoa_seed,source_run_id,status,baseline_method,baseline_certified,target_load,candidate_load_core_0,candidate_load_core_1,candidate_load_imbalance,candidate_normalized_load_imbalance,candidate_balance_objective,baseline_load_core_0,baseline_load_core_1,baseline_load_imbalance,baseline_normalized_load_imbalance,baseline_balance_objective,objective_regret,excess_normalized_load_imbalance,offset_free_tolerance,baseline_match_offset_free,certified_optimal_offset_free,legacy_pipeline_energy,legacy_baseline_energy,legacy_relative_gap,legacy_is_optimal,tempo_total_ms,tempo_qaoa_ms,tempo_overhead_ms,result_path
30,60,8,4,10004,sweep_20260705_151529_715b9a8d,success,simulated_annealing,False,8.997615702727654,9.014734622421056,8.980496783034251,0.03423783938680458,0.0038052124604994277,0.0005861148229383135,8.997618804404446,8.99761260105086,6.203353585476634e-06,6.894441583669849e-07,1.9240797853222905e-11,0.0005861148036975156,0.0038045230163410606,1.000000000019241e-09,False,,-311.91359055311955,-311.91417666792324,1.8790899790349658e-06,False,19003.39891800013,16792.57939299896,2210.8195250011704,src/experiments/results/phase5_e5_scalability_n_result/20260705_152759_sweep_20260705_151529_715b9a8d_repeat_005_of_020_result.json
30,60,8,5,10005,sweep_20260705_151529_715b9a8d,success,simulated_annealing,False,7.673778366462772,7.686979777276361,7.660576955649182,0.026402821627178774,0.003440654703108028,0.00034855449493830957,7.673777425107246,7.673779307818298,1.8827110519481494e-06,2.453434230230427e-07,1.7723004525638537e-12,0.0003485544931660091,0.003440409359685005,1.0000000000017723e-09,False,,-267.77340028068915,-267.7737488351823,1.3016753683281221e-06,False,19133.34770600204,16921.744570000556,2211.603136001486,src/experiments/results/phase5_e5_scalability_n_result/20260705_152818_sweep_20260705_151529_715b9a8d_repeat_006_of_020_result.json
30,60,8,6,10006,sweep_20260705_151529_715b9a8d,success,simulated_annealing,False,7.188560104146135,7.207943711948036,7.169176496344236,0.0387672156037997,0.0053929041480003746,0.0007514485028357454,7.188563657627829,7.188556550664444,7.106963384906351e-06,9.886490871526938e-07,2.5254464277199767e-11,0.0007514484775812811,0.005391915498913222,1.0000000000252545e-09,False,,-253.35004129334013,-253.35079274181774,2.96603957494221e-06,False,19058.074662999843,16856.186336000064,2201.8883269997787,src/experiments/results/phase5_e5_scalability_n_result/20260705_152837_sweep_20260705_151529_715b9a8d_repeat_007_of_020_result.json
30,60,8,7,10007,sweep_20260705_151529_715b9a8d,success,simulated_annealing,False,7.818230124451805,7.789608397710535,7.846851851193074,0.05724345348253923,0.007321791834127293,0.0016384064833038165,7.8182436657438705,7.818216583159739,2.7082584131754572e-05,3.464030055479281e-06,3.667331816267823e-10,0.001638406116570635,0.007318327804071813,1.0000000003667333e-09,False,,-272.24780615128805,-272.2494445574046,6.0180329081407915e-06,False,19222.357440000906,16990.119573000356,2232.237867000549,src/experiments/results/phase5_e5_scalability_n_result/20260705_152856_sweep_20260705_151529_715b9a8d_repeat_008_of_020_result.json
30,60,8,8,10008,sweep_20260705_151529_715b9a8d,success,simulated_annealing,False,6.5318895448590535,6.49377547169063,6.570003618027478,0.07622814633684794,0.011670152382910939,0.0029053651469759514,6.531893073481088,6.531886016237019,7.057244069130775e-06,1.080429180662616e-06,2.4902346925640748e-11,0.0029053651220736043,0.011669071953730277,1.0000000000249023e-09,False,,-235.32825668733102,-235.33116205245315,1.2345858052934861e-05,False,19009.848127000623,16808.186112000385,2201.662015000238,src/experiments/results/phase5_e5_scalability_n_result/20260705_152915_sweep_20260705_151529_715b9a8d_repeat_009_of_020_result.json
30,60,8,9,10009,sweep_20260705_151529_715b9a8d,success,simulated_annealing,False,9.367229048936936,9.360288276609907,9.374169821263964,0.013881544654056555,0.0014819264674254908,9.634864099128306e-05,9.367230841817692,9.367227256056179,3.5857615134915477e-06,3.8279853036138653e-07,6.428842815818597e-12,9.634863456244025e-05,0.0014815436688951295,1.000000000006429e-09,False,,-325.48986376185485,-325.4899601104896,2.9601108045646644e-07,False,19113.920724000764,16863.345638999817,2250.5750850009463,src/experiments/results/phase5_e5_scalability_n_result/20260705_152935_sweep_20260705_151529_715b9a8d_repeat_010_of_020_result.json
30,60,8,10,10010,sweep_20260705_151529_715b9a8d,success,simulated_annealing,False,8.49474249086675,8.504652557169482,8.484832424564019,0.01982013260546367,0.0023332234763765447,0.00019641882824908205,8.49474118695455,8.49474379477895,2.607824399092351e-06,3.06992754859396e-07,3.400374048250691e-12,0.000196418824848708,0.002332916483621685,1.0000000000034004e-09,False,,-294.3211035534458,-294.3212999722707,6.673619099377588e-07,False,18946.76609600174,16772.48373700013,2174.2823590016087,src/experiments/results/phase5_e5_scalability_n_result/20260705_152954_sweep_20260705_151529_715b9a8d_repeat_011_of_020_result.json
30,60,8,11,10011,sweep_20260705_151529_715b9a8d,success,simulated_annealing,False,7.29946087596657,7.279843234158005,7.319078517775135,0.039235283617130357,0.005375093350566791,0.0007697037402583289,7.299459570960308,7.29946218097283,2.6100125216643733e-06,3.5756236878504596e-07,3.4060826816224103e-12,0.0007697037368522462,0.005374735788198006,1.0000000000034062e-09,False,,-256.56348845579305,-256.56425815952986,3.0000427274204267e-06,False,18795.107216998986,16594.215064000764,2200.8921529982217,src/experiments/results/phase5_e5_scalability_n_result/20260705_153013_sweep_20260705_151529_715b9a8d_repeat_012_of_020_result.json
30,60,8,12,10012,sweep_20260705_151529_715b9a8d,success,simulated_annealing,False,7.439023671383205,7.467130325534384,7.410917017232025,0.056213308302359266,0.007556543813485005,0.0015799680151480466,7.439035075394261,7.4390122673721475,2.2808022113629534e-05,3.065996711553498e-06,2.6010293636790693e-10,0.0015799677550451102,0.007553477816773451,1.000000000260103e-09,False,,-260.6765663987842,-260.67814636653924,6.060990447689437e-06,False,19097.737933999724,16885.977754000123,2211.760179999601,src/experiments/results/phase5_e5_scalability_n_result/20260705_153031_sweep_20260705_151529_715b9a8d_repeat_013_of_020_result.json
30,60,8,13,10013,sweep_20260705_151529_715b9a8d,success,simulated_annealing,False,8.553899664179704,8.574485782021746,8.533313546337665,0.04117223568408157,0.004813270823890343,0.0008475764956127798,8.553896241395758,8.553903086963654,6.8455678956524935e-06,8.002862044687035e-07,2.3430899906994054e-11,0.0008475764721818799,0.004812470537685874,1.000000000023431e-09,False,,-296.33755135321167,-296.3383989296839,2.860164174713624e-06,False,19140.922309000416,16893.64801800002,2247.2742910003944,src/experiments/results/phase5_e5_scalability_n_result/20260705_153050_sweep_20260705_151529_715b9a8d_repeat_014_of_020_result.json
30,60,8,14,10014,sweep_20260705_151529_715b9a8d,success,simulated_annealing,False,7.974822515861919,7.977699240709697,7.971945791014142,0.005753449695554913,0.0007214517544573944,1.655109169964046e-05,7.97482648439057,7.974818547333269,7.937057300289041e-06,9.95264444381331e-07,3.149843929403578e-11,1.6551060201201166e-05,0.000720456490013013,1.0000000000314985e-09,False,,-277.19557176790477,-277.19558831896495,5.970895960135473e-08,False,19080.916861999413,16847.52687099899,2233.389991000422,src/experiments/results/phase5_e5_scalability_n_result/20260705_153110_sweep_20260705_151529_715b9a8d_repeat_015_of_020_result.json
30,60,8,15,10015,sweep_20260705_151529_715b9a8d,success,simulated_annealing,False,8.731315592747563,8.728646689549915,8.733984495945212,0.005337806395296241,0.0006113404490532845,1.4246088556832723e-05,8.731314073200002,8.731317112295127,3.039095124890423e-06,3.4806840877619486e-07,4.618049589066368e-12,1.4246083938783135e-05,0.0006109923806445083,1.0000000000046182e-09,False,,-302.471729714225,-302.47174396030886,4.7098891593185477e-08,False,19019.889570999112,16816.1129049995,2203.7766659996123,src/experiments/results/phase5_e5_scalability_n_result/20260705_153129_sweep_20260705_151529_715b9a8d_repeat_016_of_020_result.json
30,60,8,16,10016,sweep_20260705_151529_715b9a8d,success,simulated_annealing,False,7.509970835830525,7.502274818604437,7.517666853056613,0.015392034452176517,0.0020495465013978735,0.00011845736228849443,7.509982308746566,7.509959362914483,2.29458320832876e-05,3.0553823157090897e-06,2.6325560499721524e-10,0.00011845709903288944,0.0020464911190821644,1.0000000002632557e-09,False,,-262.7992054526878,-262.79932390978684,4.507511560561358e-07,False,19212.37200700216,16987.131848001354,2225.240159000805,src/experiments/results/phase5_e5_scalability_n_result/20260705_153148_sweep_20260705_151529_715b9a8d_repeat_017_of_020_result.json
30,60,8,17,10017,sweep_20260705_151529_715b9a8d,success,simulated_annealing,False,6.850351787211459,6.860536151547521,6.8401674228754,0.02036872867212125,0.002973384331903435,0.00020744255385924716,6.85035044142577,6.850353132997149,2.691571379109803e-06,3.929099501334439e-07,3.622278244421523e-12,0.00020744255023696893,0.0029729914219533016,1.0000000000036223e-09,False,,-243.85443177454863,-243.85463921709885,8.50681171726292e-07,False,19172.51323499977,16941.234402999726,2231.2788320000436,src/experiments/results/phase5_e5_scalability_n_result/20260705_153207_sweep_20260705_151529_715b9a8d_repeat_018_of_020_result.json
30,60,8,18,10018,sweep_20260705_151529_715b9a8d,success,simulated_annealing,False,8.004293324717844,8.00503280234997,8.003553847085717,0.0014789552642522352,0.00018477024819731592,1.0936543368296994e-06,8.004297375540148,8.00428927389554,8.101644608515812e-06,1.012162383342117e-06,3.2818322681346664e-11,1.0936215185070182e-06,0.0001837580858139738,1.0000000000328185e-09,False,,-278.137422162591,-278.13742325621246,3.931946433515684e-09,False,19085.889402998873,16863.53783899949,2222.351563999382,src/experiments/results/phase5_e5_scalability_n_result/20260705_153226_sweep_20260705_151529_715b9a8d_repeat_019_of_020_result.json
30,60,8,19,10019,sweep_20260705_151529_715b9a8d,success,simulated_annealing,False,8.261688216121788,8.296101760537493,8.227274671706086,0.06882708883140687,0.00833087463856337,0.002368584078503186,8.261694477968952,8.261681954274623,1.2523694328692159e-05,1.5158759325065703e-06,7.842145981925808e-11,0.0023685840000817263,0.008329358762630865,1.0000000000784215e-09,False,,-286.50861577673277,-286.51098436073283,8.266991945706698e-06,False,18780.633581000984,16561.475302000417,2219.158279000567,src/experiments/results/phase5_e5_scalability_n_result/20260705_153245_sweep_20260705_151529_715b9a8d_repeat_020_of_020_result.json
40,80,10,0,10000,sweep_20260705_151529_715b9a8d,success,simulated_annealing,False,10.733637267600487,10.730609045622396,10.73666548957858,0.006056443956184765,0.0005642489871039482,1.8340256697203482e-05,10.733639223419338,10.733635311781633,3.9116377053005635e-06,3.6442797606994343e-07,7.650454768764529e-12,1.8340249046748712e-05,0.0005638845591278783,1.0000000000076504e-09,False,,-430.42191964458743,-430.4219379848365,4.260993101472563e-08,False,25710.131982998973,22631.520194998757,3078.6117880002166,src/experiments/results/phase5_e5_scalability_n_result/20260705_153304_sweep_20260705_151529_715b9a8d_repeat_001_of_020_result.json
40,80,10,1,10001,sweep_20260705_151529_715b9a8d,success,simulated_annealing,False,10.02892976747514,10.034118523345338,10.023741011604939,0.01037751174039947,0.0010347576442358603,5.384637496106442e-05,10.028931793347176,10.028927741603104,4.051744072697261e-06,4.0400562838095524e-07,8.208315015318693e-12,5.3846366752749405e-05,0.0010343536386074794,1.0000000000082084e-09,False,,-401.1588107155229,-401.1588645618897,1.3422703952183795e-07,False,25503.064131999963,22506.07267599935,2996.9914560006146,src/experiments/results/phase5_e5_scalability_n_result/20260705_153330_sweep_20260705_151529_715b9a8d_repeat_002_of_020_result.json
40,80,10,2,10002,sweep_20260705_151529_715b9a8d,success,simulated_annealing,False,10.144625940575539,10.15297352353952,10.136278357611557,0.016695165927963274,0.0016457152807564338,0.0001393642826811129,10.144625334205244,10.144626546945833,1.2127405888406884e-06,1.1954512625153388e-07,7.353698679108298e-13,0.00013936428194574301,0.0016455957356301823,1.0000000000007354e-09,False,,-405.82673158411365,-405.82687094839554,3.43408216333367e-07,False,25370.745715999874,22398.440425000445,2972.3052909994294,src/experiments/results/phase5_e5_scalability_n_result/20260705_153355_sweep_20260705_151529_715b9a8d_repeat_003_of_020_result.json
40,80,10,3,10003,sweep_20260705_151529_715b9a8d,success,simulated_annealing,False,9.59131373873601,9.579607267571662,9.603020209900363,0.023412942328700836,0.0024410568735901144,0.00027408293424353565,9.591314306816848,9.591313170655175,1.1361616731875301e-06,1.1845735674342137e-07,6.454316738101441e-13,0.00027408293359810397,0.002440938416233371,1.0000000000006455e-09,False,,-383.98632438679806,-383.98659846973163,7.137825503921131e-07,False,25342.613107000034,22321.255105000546,3021.358001999488,src/experiments/results/phase5_e5_scalability_n_result/20260705_153421_sweep_20260705_151529_715b9a8d_repeat_004_of_020_result.json
