source_file,scenario_id,experiment,repeat_number,status,pipeline,num_entities,num_cores,num_variables,layers,steps,learning_rate,mixer_type,init_strategy,init_gamma,init_beta,random_seed,top_k,penalty,penalty_multiplier,weight_distribution,qubit_max,sorting_strategy,energy,brute_force_energy,feasible,optimal,optimality_gap,solve_time_ms,max_probability,convergence_iterations_to_final_tol,max_subqubo_convergence_iterations_to_final_tol,num_sub_qubos,all_sub_qubos_feasible,load_imbalance,recorded_sa_energy,recorded_sa_gap
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.1,B1R,1,success,default,4,2,8,1,100,0.05,xy,random,0.5,0.5,101,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,2001.8565269997453,0.0626561272853513,2,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.2,B1R,1,success,default,4,2,8,1,100,0.05,xy,random,0.5,0.5,102,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1222.0787180003754,0.06326889419355976,5,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.3,B1R,1,success,default,4,2,8,1,100,0.05,xy,random,0.5,0.5,103,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1117.662356999972,0.0631041673145056,13,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.4,B1R,1,success,default,4,2,8,1,100,0.05,xy,random,0.5,0.5,104,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1114.9980379996123,0.06297104794739374,7,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.5,B1R,1,success,default,4,2,8,1,100,0.05,xy,random,0.5,0.5,105,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1168.6999339999602,0.06299793494399603,5,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.6,B1R,1,success,default,4,2,8,2,100,0.05,xy,random,0.5,0.5,101,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1726.3191679999181,0.06271892955901671,3,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.7,B1R,1,success,default,4,2,8,2,100,0.05,xy,random,0.5,0.5,102,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1770.9796279996226,0.06256497164360396,8,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.8,B1R,1,success,default,4,2,8,2,100,0.05,xy,random,0.5,0.5,103,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1738.9825459999884,0.06313559029507439,7,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.9,B1R,1,success,default,4,2,8,2,100,0.05,xy,random,0.5,0.5,104,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1726.6097900001114,0.0628201266357164,8,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.10,B1R,1,success,default,4,2,8,2,100,0.05,xy,random,0.5,0.5,105,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1916.8476799995915,0.06302521924189061,3,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.11,B1R,1,success,default,4,2,8,3,100,0.05,xy,random,0.5,0.5,101,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,2371.989547999874,0.06300054752134022,11,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.12,B1R,1,success,default,4,2,8,3,100,0.05,xy,random,0.5,0.5,102,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,2339.3012930000623,0.09486822136420701,88,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.13,B1R,1,success,default,4,2,8,3,100,0.05,xy,random,0.5,0.5,103,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,2402.818496999771,0.06291519404521803,2,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.14,B1R,1,success,default,4,2,8,3,100,0.05,xy,random,0.5,0.5,104,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,2393.5793209998337,0.06271457960140199,4,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.15,B1R,1,success,default,4,2,8,3,100,0.05,xy,random,0.5,0.5,105,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,2419.840785999895,0.08815292911275592,99,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.16,B1R,1,success,default,4,2,8,4,100,0.05,xy,random,0.5,0.5,101,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3106.6489059999185,0.09603486457016534,67,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.17,B1R,1,success,default,4,2,8,4,100,0.05,xy,random,0.5,0.5,102,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3009.4078540000737,0.09787063320782485,67,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.18,B1R,1,success,default,4,2,8,4,100,0.05,xy,random,0.5,0.5,103,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3137.21001399972,0.06256501134885849,12,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.19,B1R,1,success,default,4,2,8,4,100,0.05,xy,random,0.5,0.5,104,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3146.611731000121,0.09732391391379587,59,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.20,B1R,1,success,default,4,2,8,4,100,0.05,xy,random,0.5,0.5,105,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3024.0747369998644,0.09339539251122737,62,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.21,B1R,1,success,default,4,2,8,5,100,0.05,xy,random,0.5,0.5,101,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3846.4044880001893,0.10472917767142247,68,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.22,B1R,1,success,default,4,2,8,5,100,0.05,xy,random,0.5,0.5,102,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3804.9908469997717,0.09862949801116962,85,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.23,B1R,1,success,default,4,2,8,5,100,0.05,xy,random,0.5,0.5,103,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3771.470111000326,0.0939663092048716,61,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.24,B1R,1,success,default,4,2,8,5,100,0.05,xy,random,0.5,0.5,104,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3696.0913230000187,0.06546220125702835,13,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.25,B1R,1,success,default,4,2,8,5,100,0.05,xy,random,0.5,0.5,105,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3907.9765050000788,0.09356102515203407,72,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.26,B1R,1,success,default,4,2,8,6,100,0.05,xy,random,0.5,0.5,101,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,4413.664030000291,0.09425570230524946,70,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.27,B1R,1,success,default,4,2,8,6,100,0.05,xy,random,0.5,0.5,102,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,4307.469562999813,0.09480409697892625,57,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.28,B1R,1,success,default,4,2,8,6,100,0.05,xy,random,0.5,0.5,103,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,4287.921606000054,0.0969459417775459,46,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.29,B1R,1,success,default,4,2,8,6,100,0.05,xy,random,0.5,0.5,104,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,4391.570546000366,0.10640020741782699,100,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.30,B1R,1,success,default,4,2,8,6,100,0.05,xy,random,0.5,0.5,105,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,4353.811577000215,0.09342218505705928,60,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.31,B1R,1,success,default,4,2,8,7,100,0.05,xy,random,0.5,0.5,101,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,4961.679857000036,0.09477514423916682,66,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.32,B1R,1,success,default,4,2,8,7,100,0.05,xy,random,0.5,0.5,102,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,5198.061510999651,0.09608282084991392,65,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.33,B1R,1,success,default,4,2,8,7,100,0.05,xy,random,0.5,0.5,103,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,4987.22460099998,0.09275727894443678,70,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.34,B1R,1,success,default,4,2,8,7,100,0.05,xy,random,0.5,0.5,104,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,5169.555688999935,0.09168634111940151,61,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B1R.35,B1R,1,success,default,4,2,8,7,100,0.05,xy,random,0.5,0.5,105,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,5067.592804000014,0.09325009530696082,61,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.1,B2,1,success,default,4,2,8,2,50,0.01,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,919.1870820000076,0.07326156500246248,10,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.1,B2,2,success,default,4,2,8,2,50,0.01,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,908.2430000003114,0.07326156500246248,10,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.1,B2,3,success,default,4,2,8,2,50,0.01,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,883.8514789999863,0.07326156500246248,10,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.1,B2,4,success,default,4,2,8,2,50,0.01,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,911.7896000002474,0.07326156500246248,10,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.1,B2,5,success,default,4,2,8,2,50,0.01,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,898.2403009999871,0.07326156500246248,10,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.2,B2,1,success,default,4,2,8,2,50,0.05,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,874.3107220002457,0.07086240995361458,15,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.2,B2,2,success,default,4,2,8,2,50,0.05,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,929.7563320001245,0.07086240995361458,15,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.2,B2,3,success,default,4,2,8,2,50,0.05,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,857.8918739999608,0.07086240995361458,15,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.2,B2,4,success,default,4,2,8,2,50,0.05,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,928.6706389998471,0.07086240995361458,15,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.2,B2,5,success,default,4,2,8,2,50,0.05,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,913.1412040001123,0.07086240995361458,15,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.3,B2,1,success,default,4,2,8,2,50,0.1,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,847.8724850001527,0.06318135899233655,10,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.3,B2,2,success,default,4,2,8,2,50,0.1,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,920.4709360001289,0.06318135899233655,10,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.3,B2,3,success,default,4,2,8,2,50,0.1,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,866.8870099995729,0.06318135899233655,10,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.3,B2,4,success,default,4,2,8,2,50,0.1,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,940.6491139998252,0.06318135899233655,10,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.3,B2,5,success,default,4,2,8,2,50,0.1,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,937.2581640000135,0.06318135899233655,10,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.4,B2,1,success,default,4,2,8,2,50,0.5,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,880.6672300001992,0.07409472775813732,15,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.4,B2,2,success,default,4,2,8,2,50,0.5,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,932.2414789999129,0.07409472775813732,15,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.4,B2,3,success,default,4,2,8,2,50,0.5,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,871.0778019999452,0.07409472775813732,15,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.4,B2,4,success,default,4,2,8,2,50,0.5,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,951.3725040001191,0.07409472775813732,15,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.4,B2,5,success,default,4,2,8,2,50,0.5,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,953.8090320002084,0.07409472775813732,15,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.5,B2,1,success,default,4,2,8,2,100,0.01,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1820.6546719998187,0.06316128906646408,26,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.5,B2,2,success,default,4,2,8,2,100,0.01,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1753.8673689996358,0.06316128906646408,26,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.5,B2,3,success,default,4,2,8,2,100,0.01,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1776.369724000233,0.06316128906646408,26,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.5,B2,4,success,default,4,2,8,2,100,0.01,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1797.4759849998918,0.06316128906646408,26,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.5,B2,5,success,default,4,2,8,2,100,0.01,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1794.9759379998795,0.06316128906646408,26,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.6,B2,1,success,default,4,2,8,2,100,0.05,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1754.78147099966,0.06299326136562224,15,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.6,B2,2,success,default,4,2,8,2,100,0.05,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1784.0183160001288,0.06299326136562224,15,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.6,B2,3,success,default,4,2,8,2,100,0.05,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1771.7756699998972,0.06299326136562224,15,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.6,B2,4,success,default,4,2,8,2,100,0.05,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1752.6791650002451,0.06299326136562224,15,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.6,B2,5,success,default,4,2,8,2,100,0.05,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1788.5094680000293,0.06299326136562224,15,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.7,B2,1,success,default,4,2,8,2,100,0.1,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1809.2138480001267,0.06302170764776424,10,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.7,B2,2,success,default,4,2,8,2,100,0.1,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1775.6684219998533,0.06302170764776424,10,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.7,B2,3,success,default,4,2,8,2,100,0.1,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1755.4592739998043,0.06302170764776424,10,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.7,B2,4,success,default,4,2,8,2,100,0.1,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1757.7954489997865,0.06302170764776424,10,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.7,B2,5,success,default,4,2,8,2,100,0.1,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1792.9880320002667,0.06302170764776424,10,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.8,B2,1,success,default,4,2,8,2,100,0.5,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1865.4890620000515,0.0644285711855589,28,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.8,B2,2,success,default,4,2,8,2,100,0.5,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1751.007390000268,0.0644285711855589,28,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.8,B2,3,success,default,4,2,8,2,100,0.5,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1782.5617109997438,0.0644285711855589,28,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.8,B2,4,success,default,4,2,8,2,100,0.5,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1753.6772080002265,0.0644285711855589,28,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.8,B2,5,success,default,4,2,8,2,100,0.5,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,1747.9236809999747,0.0644285711855589,28,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.9,B2,1,success,default,4,2,8,2,200,0.01,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3647.2995409999385,0.06250320609220503,26,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.9,B2,2,success,default,4,2,8,2,200,0.01,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3670.033326999601,0.06250320609220503,26,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.9,B2,3,success,default,4,2,8,2,200,0.01,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3610.1244040000893,0.06250320609220503,26,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.9,B2,4,success,default,4,2,8,2,200,0.01,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3503.4367850003036,0.06250320609220503,26,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.9,B2,5,success,default,4,2,8,2,200,0.01,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3599.0344820002065,0.06250320609220503,26,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.10,B2,1,success,default,4,2,8,2,200,0.05,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3641.5764439998384,0.06250146232975277,15,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.10,B2,2,success,default,4,2,8,2,200,0.05,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3670.9833400000207,0.06250146232975277,15,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.10,B2,3,success,default,4,2,8,2,200,0.05,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3482.4732440001753,0.06250146232975277,15,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.10,B2,4,success,default,4,2,8,2,200,0.05,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3679.7890739999275,0.06250146232975277,15,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.10,B2,5,success,default,4,2,8,2,200,0.05,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3488.4886219997497,0.06250146232975277,15,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.11,B2,1,success,default,4,2,8,2,200,0.1,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3535.3061569999227,0.06250366609613767,10,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.11,B2,2,success,default,4,2,8,2,200,0.1,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3489.066923000337,0.06250366609613767,10,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.11,B2,3,success,default,4,2,8,2,200,0.1,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3483.091284999773,0.06250366609613767,10,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.11,B2,4,success,default,4,2,8,2,200,0.1,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3555.611106000015,0.06250366609613767,10,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.11,B2,5,success,default,4,2,8,2,200,0.1,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3580.411637999987,0.06250366609613767,10,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.12,B2,1,success,default,4,2,8,2,200,0.5,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3827.223901999787,0.06251651379513788,28,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.12,B2,2,success,default,4,2,8,2,200,0.5,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3537.3952230002033,0.06251651379513788,28,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.12,B2,3,success,default,4,2,8,2,200,0.5,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3638.728735999848,0.06251651379513788,28,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.12,B2,4,success,default,4,2,8,2,200,0.5,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3620.844775000023,0.06251651379513788,28,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.12,B2,5,success,default,4,2,8,2,200,0.5,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,3582.572044000244,0.06251651379513788,28,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.13,B2,1,success,default,4,2,8,2,500,0.01,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,9021.401753000191,0.0625000000008724,26,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.13,B2,2,success,default,4,2,8,2,500,0.01,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,9150.402172000213,0.0625000000008724,26,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.13,B2,3,success,default,4,2,8,2,500,0.01,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,8918.319197000073,0.0625000000008724,26,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.13,B2,4,success,default,4,2,8,2,500,0.01,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,9058.26867099995,0.0625000000008724,26,,,,,,
sweep_20260626_163548_3b2fdff6_results.jsonl,B2.13,B2,5,success,default,4,2,8,2,500,0.01,xy,fixed,0.5,0.5,,32,5.0,,,8,COUPLING_DESCENDING,-20.5,-20.5,True,True,0.0,9647.589281999899,0.0625000000008724,26,,,,,,
