source_file,scenario_id,experiment,status,structure,instance,difficulty,input_num_processes,num_entities,num_variables,num_cores,weights,pipeline,qubit_max,layers,steps,top_k,random_seed,io_alpha,energy,brute_force_energy,sa_energy,feasible,recorded_optimal,strict_optimal,optimal,sa_strict_optimal,optimality_gap,absolute_gap,recorded_qaoa_sa_agreement,qaoa_sa_agreement,load_imbalance,solve_time_ms,convergence_iterations,max_subqubo_convergence_iterations,num_sub_qubos,brute_force_solve_time_ms,annealing_solve_time_ms,workload_ms,clustering_ms,decomposition_ms,qubo_build_ms,qaoa_ms,reconstruction_ms,validation_ms,operational_validation_ms,experimental_baselines_ms,cluster_num_bundles,cluster_purity,intra_cluster_coupling_mean,inter_cluster_coupling_mean,cluster_bundles,operational_total_ms
sweep_20260627_173015_a8b15101_results.jsonl,E1a.11,E1a,success,dominant,dom060,0.6,6,6,12,2,"[0.08, 0.08, 0.08, 0.08, 0.08, 0.6]",iterative,6,2,100,3,101,0.5,-30.479999999999997,-30.479999999999997,-30.479999999999997,True,True,True,True,True,0.0,0.0,True,True,0.19999999999999996,3023.0884089996835,,4,2,77.97551155090332,305.03123400012555,0.006379999831551686,0.0,0.01660999987507239,0.164491000759881,3023.7569810014975,0.03848000051220879,383.0838199992286,0.07707444819970988,383.00674555102887,,,,,[],3024.060016450676
sweep_20260627_173015_a8b15101_results.jsonl,E1a.12,E1a,success,dominant,dom060,0.6,6,6,12,2,"[0.08, 0.08, 0.08, 0.08, 0.08, 0.6]",iterative,6,2,100,3,102,0.5,-30.4352,-30.479999999999997,-30.479999999999997,True,False,False,False,True,0.001469816272965786,0.04479999999999862,False,False,0.35999999999999993,2986.635939001644,,10,2,78.88007164001465,303.1696279995231,0.005859999873791821,0.0,0.0161299994942965,0.14568999722541776,2987.3132110005827,0.03984000068157911,382.1554179994564,0.10571835991868284,382.0496996395377,,,,,[],2987.6264493577764
sweep_20260627_173015_a8b15101_results.jsonl,E1a.13,E1a,success,dominant,dom060,0.6,6,6,12,2,"[0.08, 0.08, 0.08, 0.08, 0.08, 0.6]",iterative,6,2,100,3,103,0.5,-30.4352,-30.479999999999997,-30.479999999999997,True,False,False,False,True,0.001469816272965786,0.04479999999999862,False,False,0.35999999999999993,2981.9828050003707,,11,2,79.43964004516602,310.1462900012848,0.006300000677583739,0.0,0.016309999409713782,0.1436809998267563,2982.6786869998614,0.038951000533415936,389.6789699992951,0.09303995284426492,389.5859300464508,,,,,[],2982.976968953153
sweep_20260627_173015_a8b15101_results.jsonl,E1a.14,E1a,success,dominant,dom060,0.6,6,6,12,2,"[0.08, 0.08, 0.08, 0.08, 0.08, 0.6]",iterative,6,2,100,3,104,0.5,-30.4352,-30.479999999999997,-30.479999999999997,True,False,False,False,True,0.001469816272965786,0.04479999999999862,False,False,0.35999999999999993,2993.6995999996725,,7,2,78.86052131652832,306.8217589989217,0.006909998774062842,0.0,0.015780000467202626,0.14971000018704217,2994.4162120009423,0.03868999920086935,385.7588089995261,0.07652868407603819,385.68228031545004,,,,,[],2994.7038306836475
sweep_20260627_173015_a8b15101_results.jsonl,E1a.15,E1a,success,dominant,dom060,0.6,6,6,12,2,"[0.08, 0.08, 0.08, 0.08, 0.08, 0.6]",iterative,6,2,100,3,105,0.5,-30.479999999999997,-30.479999999999997,-30.479999999999997,True,True,True,True,True,0.0,0.0,True,True,0.19999999999999996,3023.168510000687,,2,2,79.37502861022949,306.4536780002527,0.0059300000430084765,0.0,0.016179999875021167,0.1469609997002408,3023.850592000599,0.03817000106209889,385.9097990007285,0.08109239024634007,385.8287066104822,,,,,[],3024.138925391526
sweep_20260627_173015_a8b15101_results.jsonl,E1a.16,E1a,success,dominant,dom060,0.6,6,6,12,2,"[0.08, 0.08, 0.08, 0.08, 0.08, 0.6]",iterative,6,2,100,10,101,0.5,-30.479999999999997,-30.479999999999997,-30.479999999999997,True,True,True,True,True,0.0,0.0,True,True,0.19999999999999996,3018.258735000927,,4,2,78.89199256896973,306.6111190000811,0.006250000296859071,0.0,0.016259999028989114,0.15008100126578938,3018.9662969987694,0.039709999327897094,385.5874280015996,0.08431643254880328,385.5031115690508,,,,,[],3019.2629144312377
sweep_20260627_173015_a8b15101_results.jsonl,E1a.17,E1a,success,dominant,dom060,0.6,6,6,12,2,"[0.08, 0.08, 0.08, 0.08, 0.08, 0.6]",iterative,6,2,100,10,102,0.5,-30.479999999999997,-30.479999999999997,-30.479999999999997,True,True,True,True,True,0.0,0.0,True,True,0.19999999999999996,2988.2352740005445,,7,2,78.23944091796875,303.8014800004021,0.005909998435527086,0.0,0.015720001101726666,0.13704099910682999,2988.9387560015166,0.03894999827025458,382.12128699888126,0.08036608051043004,382.04092091837083,,,,,[],2989.2167430789414
sweep_20260627_173015_a8b15101_results.jsonl,E1a.18,E1a,success,dominant,dom060,0.6,6,6,12,2,"[0.08, 0.08, 0.08, 0.08, 0.08, 0.6]",iterative,6,2,100,10,103,0.5,-30.479999999999997,-30.479999999999997,-30.479999999999997,True,True,True,True,True,0.0,0.0,True,True,0.19999999999999996,3003.141628998492,,7,2,79.70333099365234,310.9349420010403,0.006769998435629532,0.0,0.01655000050959643,0.1466510020691203,3003.834191000351,0.03898999966622796,390.7250740012387,0.0868010065460112,390.63827299469267,,,,,[],3004.1299530075776
sweep_20260627_173015_a8b15101_results.jsonl,E1a.19,E1a,success,dominant,dom060,0.6,6,6,12,2,"[0.08, 0.08, 0.08, 0.08, 0.08, 0.6]",iterative,6,2,100,10,104,0.5,-30.479999999999997,-30.479999999999997,-30.479999999999997,True,True,True,True,True,0.0,0.0,True,True,0.19999999999999996,2987.8136520001135,,7,2,80.32345771789551,307.06670000108716,0.008560000424040481,0.0,0.021920001017861068,0.17676000061328523,2988.5333350011933,0.038849997508805245,387.4844940000912,0.09433628110855352,387.39015771898266,,,,,[],2988.873761281866
sweep_20260627_173015_a8b15101_results.jsonl,E1a.20,E1a,success,dominant,dom060,0.6,6,6,12,2,"[0.08, 0.08, 0.08, 0.08, 0.08, 0.6]",iterative,6,2,100,10,105,0.5,-30.479999999999997,-30.479999999999997,-30.479999999999997,True,True,True,True,True,0.0,0.0,True,True,0.19999999999999996,3006.716919999235,,2,2,79.0255069732666,312.391266999839,0.006599999323952943,0.0,0.0158200000441866,0.158520002514706,3007.393511999908,0.03907000063918531,391.4963669994904,0.07959302638482768,391.4167739731056,,,,,[],3007.6931150288146
sweep_20260627_173015_a8b15101_results.jsonl,E1a.21,E1a,success,dominant,dom070,0.7,6,6,12,2,"[0.06, 0.06, 0.06, 0.06, 0.06, 0.7]",iterative,6,1,100,3,101,0.5,-30.42,-30.42,-30.42,True,True,True,True,True,0.0,0.0,True,True,0.39999999999999997,2031.6915059993335,,5,2,78.63521575927734,304.5850029993744,0.005989999408484437,0.0,0.015789999451953918,0.14345099953061435,2032.3439269996015,0.03858000127365813,383.30083199980436,0.08061324115260504,383.22021875865175,,,,,[],2032.6283512404189
sweep_20260627_173015_a8b15101_results.jsonl,E1a.22,E1a,success,dominant,dom070,0.7,6,6,12,2,"[0.06, 0.06, 0.06, 0.06, 0.06, 0.7]",iterative,6,1,100,3,102,0.5,-30.42,-30.42,-30.42,True,True,True,True,True,0.0,0.0,True,True,0.39999999999999997,2012.2428570011834,,3,2,78.40108871459961,292.2705759992823,0.005660000169882551,0.0,0.016530000721104443,0.14466100037680008,2012.9085089993168,0.038530999518116005,370.7489130010799,0.07724828719801735,370.6716647138819,,,,,[],2013.1911392873008
sweep_20260627_173015_a8b15101_results.jsonl,E1a.23,E1a,success,dominant,dom070,0.7,6,6,12,2,"[0.06, 0.06, 0.06, 0.06, 0.06, 0.7]",iterative,6,1,100,3,103,0.5,-30.42,-30.42,-30.42,True,True,True,True,True,0.0,0.0,True,True,0.39999999999999997,1950.1368390010612,,7,2,78.64761352539062,304.54750200078706,0.007919999916339293,0.0,0.021370000467868522,0.16667999989294913,1950.8204310004658,0.0382999969588127,383.27581099838426,0.08069547220657114,383.1951155261777,,,,,[],1951.1353964699083
sweep_20260627_173015_a8b15101_results.jsonl,E1a.24,E1a,success,dominant,dom070,0.7,6,6,12,2,"[0.06, 0.06, 0.06, 0.06, 0.06, 0.7]",iterative,6,1,100,3,104,0.5,-30.42,-30.42,-30.42,True,True,True,True,True,0.0,0.0,True,True,0.39999999999999997,2015.3488159994595,,4,2,77.99172401428223,295.41162500026985,0.005759999112342484,0.0,0.015440000424860045,0.14634199942520354,2016.017648000343,0.03899999865097925,373.48741099958715,0.08406198503507767,373.4033490145521,,,,,[],2016.3082519829914
sweep_20260627_173015_a8b15101_results.jsonl,E1a.25,E1a,success,dominant,dom070,0.7,6,6,12,2,"[0.06, 0.06, 0.06, 0.06, 0.06, 0.7]",iterative,6,1,100,3,105,0.5,-30.42,-30.42,-30.42,True,True,True,True,True,0.0,0.0,True,True,0.39999999999999997,1958.5524929971143,,3,2,78.84907722473145,304.259901999103,0.005849999070051126,0.0,0.016009998944355175,0.14334999832499307,1959.2095449988847,0.03873000059684273,383.1934209993051,0.08444177547062282,383.10897922383447,,,,,[],1959.4979267712915
sweep_20260627_173015_a8b15101_results.jsonl,E1a.26,E1a,success,dominant,dom070,0.7,6,6,12,2,"[0.06, 0.06, 0.06, 0.06, 0.06, 0.7]",iterative,6,1,100,10,101,0.5,-30.42,-30.42,-30.42,True,True,True,True,True,0.0,0.0,True,True,0.39999999999999997,2016.4429289998225,,5,2,78.4921646118164,300.33352999998897,0.0063400002545677125,0.0,0.015839999832678586,0.1440699998056516,2017.1524610013876,0.038869999116286635,378.9126780011429,0.08698338933754712,378.8256946118054,,,,,[],2017.4445643897343
sweep_20260627_173015_a8b15101_results.jsonl,E1a.27,E1a,success,dominant,dom070,0.7,6,6,12,2,"[0.06, 0.06, 0.06, 0.06, 0.06, 0.7]",iterative,6,1,100,10,102,0.5,-30.42,-30.42,-30.42,True,True,True,True,True,0.0,0.0,True,True,0.39999999999999997,1962.8969369987317,,3,2,79.80608940124512,307.29543100096635,0.006000000212225132,0.0,0.01594099921931047,0.15291999989131,1963.567269001942,0.04025999987788964,387.18258300104935,0.0810625988378888,387.10152040221146,,,,,[],1963.8634525999805
sweep_20260627_173015_a8b15101_results.jsonl,E1a.28,E1a,success,dominant,dom070,0.7,6,6,12,2,"[0.06, 0.06, 0.06, 0.06, 0.06, 0.7]",iterative,6,1,100,10,103,0.5,-30.42,-30.42,-30.42,True,True,True,True,True,0.0,0.0,True,True,0.39999999999999997,2019.8057999987213,,7,2,78.43565940856934,299.3179369987047,0.005899999450775795,0.0,0.01613999847904779,0.14698999984830152,2020.4852420010866,0.039790000300854445,377.8335050010355,0.07990859376150183,377.753596407274,,,,,[],2020.773970592927
